"Data Source","WDI Database Archives",

"Last Updated Date","2019-12-04",

"Country Name","Country Code","Indicator Name","Indicator Code","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Australia","AUS","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.176387795004","47.2189113025251","76.1161544188328","85.0268599827423","96.1286689706931","118.792379843553","140.862718052315","680.785186848212","1300.40048370991","1720.79339814623","1974.1669364879","2225.84585089592","605.727158758143","628.242007293264","556.012667092901","2682.88432227637","2795.11170064638","2858.64344952182","2773.94896379327","2590.67178550708","2431.15739533557","2223.61048191236","1912.74774250403","1578.360491504","1013.04","253.681558044798","","","","",
"Austria","AUT","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.59694539651475","11.1018068207039","27.6062105519785","32.7681644425825","59.8002648787993","81.2112484898066","297.054464332977","409.991578468778","662.955567600571","990.166663513235","1449.87657580782","1684.60939882455","1587.69407984953","1833.72589428079","2296.3409186179","2450.23584644281","2682.27369834051","2866.99359135225","2823.70833050369","2571.01471953947","2395.83797368591","2214.10145369645","1925.56988442583","1531.7572","972","251.7789","","","","",
"Azerbaijan","AZE","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.0618285610002855","0.0888289500903255","0.274667242405162","1.08839554011117","1.61863616073768","4.28258710376146","6.37627694493388","13.1896337514167","209.067669818518","21.2532382055894","24.5593764991381","347.262066396202","507.167011773709","622.547513711273","717.726952785667","1004.60967597925","1466.6176488472","1402.25822971204","1300.8","1158.200004114","774.000046912679","231","","","","",
"Burundi","BDI","Internet users (per 100 people)","IT.NET.USER.P2","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0345179853195005","0.342664436782334","0.680141540098563","1.68248922685558","3.31381664056587","4.54514939029605","5.06682748506032","8.62087346552857","14.9411751317715","23.1889812632129","28.5939448357952","27.3238325681779","31.5684585346686","35.161147498047","36.4004254115963","31.08","29.2799986751144","24.5926543334","16.56","14.5986733911902","","","","",
"Belgium","BEL","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0432386627572985","0.861830145193359","4.29355001209332","8.55658599699788","29.8558654034212","42.5457766605668","127.35940640204","211.810536166246","338.218755496834","590.572174858147","1262.1817408092","1341.80341342159","1947.1142367072","2109.52847133849","2270.52362878089","2402.45681225116","2517.21129814235","2712.12591781696","2528.2247140275","2465.51879787545","2395.44763856096","2247.19176839746","1943.67982041767","1561.2338","1020","255.1587","","","","",
"Benin","BEN","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.0722957461148198","1.05252076538435","2.04444911935834","6.61514005780364","9.61975185678624","15.522300162241","30.0280997136681","40.644288707478","50.6520783287462","58.1483211042312","72.2986035854222","74.8379625985784","72.1975771022525","78.4818868227798","100.15992360678","110.318138247252","104.488523704101","93.1","65.7","20.363108868196","","","","",
"Burkina Faso","BFA","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.0411789772204562","0.801037263810992","1.94706472301093","2.64810329419248","3.30390394582984","6.76107123908805","8.61585581918597","16.0102122100323","17.1660541046403","20.1599917874534","26.8811337298819","29.2107844678505","35.8578901230632","39.5366938104417","72.800121399077","84","89.4008379834885","140","112.8","34.162938502494","","","","",
"Bangladesh","BGD","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.032398195768262","0.158940434795136","1.56002364897982","3.0635364722316","5.59700087940712","6.03188694514183","7.06326109727615","8.5769712715883","10.410945058497","35.2067754686134","60.7949830360587","82.1196861939913","100.380907520941","118.400006519517","134","131.75","125.06","128.1","43.2","","","","",
"Bulgaria","BGR","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.100968426612404","0.840151452705821","5.13398034229339","31.0526161411877","52.1506209045525","78.8240148423809","124.145907032976","229.871616922809","327.350883820207","387.592772074329","517.765734105782","755.207771740244","860.429943130671","1186.20377958128","1435.19096814457","1490.96827560818","1572.51283926408","1477.58768098239","1370.00866611494","1261.84025499109","1008.1685","665.88","169.9689","","","","",
"Bahrain","BHR","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","14.8983980106754","36.2859814440045","70.8293887984285","138.432583075972","203.036066147569","264.721244920895","647.193949584754","777.29227980184","928.594880564381","924.226107256685","916.550962071816","1205.87699544138","1377.53394113726","1960.41669981641","1915.58957197389","1759.98561806656","2155.99936355815","2112","1710.0004764","1090.50922044293","280.434903410833","","","","",
"Bahamas, The","BHS","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","41.3010782353838","75.1652148580267","58.6526597594149","100.525266252138","162.052421810116","303.605018277531","438.114701962529","787.709705614001","932.57454273467","1023.81998361851","1149.76951255127","1167.27931377323","1171.20926514938","1241.27997746909","1186.12592814577","1375.96916034985","1820","1721.95686754332","1368","923.04","234","","","","",
"Bosnia and Herzegovina","BIH","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.648694241884563","2.5481528057248","6.16621260308272","8.35045693484068","46.5404893995902","51.6283571055033","113.905587361587","170.499017716979","664.901076175245","916.319967304674","1079.42190856639","1172.77426912856","1351.69842012943","1320.89157641434","1553.0041212766","1533.24","1417.63313373029","1168.78","729.6","195.196508406688","","","","",
"Belarus","BLR","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.02095034410149","0.126013063136658","1.2640513174108","2.11527173585575","3.18769136734311","21.3420508300885","80.1651571656276","185.2092361527","385.449183422748","179.031645345479","275.55709887572","263.751436587832","854.210555170821","986.144477486539","930.142504031866","1018.86578618462","1019.66665131426","1110.81306597052","1125.82002921551","1029.23","708.24","186.691082723606","","","","",
"Belize","BLZ","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","1.96638671194425","38.2823074668739","55.678386292121","89.9866815564184","175.865506694649","257.014562174288","","215.452647213212","","294.639708709399","483.808650977289","604.02331807639","611.658494143817","599.514797547346","586.561758043217","608.975162634175","592.8","672","625.1","464.4","124.76999999967","","","","",
"Bermuda","BMU","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","293.470812595325","696.34222583393","1041.01467193268","1383.46014373538","1723.96900234239","1855.90627990365","2051.99720881475","2194.44329686767","2440.8818138592","2633.24096449678","2824.97518507741","2946.16747810986","3133.30132127122","3114.33641277259","2919.19045807453","2699.74511191618","2474.95217335394","2191.18330857548","1810.7","1161.6","294.97082895745","","","","",
"Bolivia","BOL","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","2.87295506681072","8.43209703516085","19.2582588553512","26.9401707468566","42.2198276435471","62.0412193877704","91.1834828426658","134.045242379863","150.877807439278","190.930018092206","224.8064800762","266.660222564119","424.222195383513","458.393081013254","561.237169890168","707.203420284016","840","843.522171152074","719.93","454.98","135.3","","","","",
"Brazil","BRA","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.141394165897044","0.556700792562178","1.09644766081857","1.61996074510398","4.52104017061734","19.3843414630378","33.8019549705137","63.5490911438891","87.6649377146063","123.436244752123","194.715327520804","389.895850281392","557.983389589944","798.706617959199","891.676012322476","1200.85980085951","1296.45338517595","1307.76384966741","1372.73882584651","1300.80019600813","1273.11","1171.87999681771","973.68","682.053005639279","177.23843373101","","","","",
"Barbados","BRB","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.330756493236205","16.599703936684","33.3543498081843","83.7915680237351","100.960495648813","168.702617864158","461.760536935862","1061.75581193051","1683.3369043208","2183.82906817832","2355.85800211968","2024.98924316389","2345.98718373994","2241.90053682755","2114.4","2165.95719854014","1950.7512","1723.55776430672","1397.4","915.51","228.33","","","","",
"Brunei","BRN","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","43.752987147728","142.110209307809","207.843780709917","270.395661852582","330.035428695201","387.017522248035","555.62369578475","659.218898618279","842.401160199127","1277.15123212075","1566.92105614541","1813.9910724816","1761.21952101773","1843.43189484076","1808.94714893376","1683.97994987469","1568","1446.55356101103","1225.5","825.24","213.6","","","","",
"Bhutan","BTN","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","5.91484653961942","17.2410255356711","37.1886779652163","72.1001275191569","104.881807799629","135.918126039526","165.680263821602","194.639255306114","249.003616359931","254.601437229326","250.786398184821","435.197752066116","568.2","567.981744569444","545.6","400.23","119.4","","","","",
"Botswana","BWA","Internet users (per 100 people)","IT.NET.USER.P2","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","2.76958440200118","6.75967183937936","13.2142009510775","25.8712381491376","48.2121157688521","124.703222916732","147.41474086808","145.497521323515","143.761699463217","142.04826046137","140.25377224105","180.157351244094","219.70343846388","241.569909243776","215.164866924234","191.999671150972","220","276","285","222","82.5","","","","",
"Sub-Saharan Africa (IFC classification)","CAA","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.250564506470148","0.611337487356008","1.19439415664508","1.7523389739338","2.28843309352069","3.36712883420179","5.51185254278743","6.50107633536697","9.58492047944766","11.5092153984142","13.3550317286609","14.6580936483248","35.0671694465602","59.1454451018376","65.2000533060668","61.6","72","66.5","48.36","13.689793055084","","","","",
"Canada","CAN","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5019095030146","24.4827567534011","39.3095859885312","50.8398373695496","102.131170035396","178.899059982793","290.328871521823","646.903994765197","1068.69135294376","1553.73955794008","2104.11187049272","2420.31062291559","2607.28738283574","2731.73449137399","2824.80112433967","3040.19797069386","3033.14714630046","3095.08810595266","2906.40574822417","2801.85180863258","2573.02067801303","2323.03803339052","2010.82932201549","1630.2","1045.44","265.41","","","","",
"East Asia and the Pacific (IFC classification)","CEA","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2.82435110056317","7.39641253571572","11.8166821199795","20.2957079088245","34.0117748873297","66.7197141392193","94.2277833285557","133.715353934377","194.091937422311","345.68926639151","427.740237923071","553.858440404819","658.298571139725","772.516511205335","857.171348380641","959.18297927606","1042.53426495071","1108.65317221704","1118.29045055743","1168.68142667567","1202.44037492968","803.142280094625","204.469758655573","","","","",
"Europe and Central Asia (IFC classification)","CEU","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.5926447511281","50.6270369034432","75.1467276859522","93.0320326298837","116.834154852639","152.643385873843","195.609287795189","634.13005801914","1033.20799211509","1421.64666419598","1977.080841074","2315.84260093574","2577.50265217395","2728.10424627801","2842.83633084229","2941.11394527017","3168.0556064505","3154.02970840578","3038.61738308131","2805.11842071427","2672.66814241834","2378.83072804288","2044.8","1642.98","1045.2","263.91","","","","",
"Channel Islands","CHI","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1.57179425480033","3.08706352203599","6.06740389072124","14.9220062167785","29.3927746729227","45.4594669907179","71.4857001040344","176.458507195497","713.115699405064","819.194031160231","927.66683043754","1083.84695383508","1189.46764896401","1310.79964756771","1437.99459777334","1464.3360517396","1420.99653393102","1409.81979443258","1440","1469.56773846994","1454.93124571514","1238","834.48","192.867","","","","",
"China","CHN","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.00727491069798428","0.0503673809275118","0.213591943550779","0.563812356760626","1.3957706099037","7.26002081213644","30.5007615672935","76.4946493226691","113.703273365309","197.974770392936","266.443196820552","313.553545158475","367.080857197249","453.080371499502","673.157493853574","881.090639292775","1011.85949150705","1098.19336305762","1072.69366112474","1015.20281966319","870.2","587.4","150.9","","","","",
"Cote d'Ivoire","CIV","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0086148663674478","0.361905244902745","0.810524721689721","2.62572359906729","5.11283397209768","9.97523501839009","17.0633886092738","21.4800419055007","32.7456822783803","36.6770421680056","44.9054873771136","65.9275981058722","73.4309071672913","83.907482399286","79.3888125190918","76.3999473097579","70","88.5474963593872","119","175.2","63","","","","",
"Latin America and the Caribbean (IFC classification)","CLA","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.291122048506493","0.568453675100854","5.55154444558317","10.8445452746004","11.9169107332631","15.5221754225709","25.2757736448197","41.9875729706987","60.3468027777977","87.3040102595405","114.372100413718","131.655463362587","134.475115880877","136.399954691566","140","119.678732047299","102.4","147.644616681505","62.0404429812526","","","","",
"China and India","CNI","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00432695160327207","0.008448823393438","0.0165284761761985","0.0403897922174928","0.236309441167813","0.459596160381013","3.71710662662899","5.40539722893694","7.86112532739133","9.53518999654568","11.854524655634","14.433073604553","15.8984925730139","19.5942171377799","23.0400173546578","33.6","40.31906435219","41.8","36","11.399998521546","","","","",
"Congo","COG","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.151501721034031","0.148823347126547","0.146308561296647","0.718523046301536","1.12690254247898","1.37737734730932","6.7214824723035","19.6660949275053","46.0697871179609","62.5655140965047","85.822280101841","107.495681034793","166.965686611826","165.69291575099","162.299750185506","156.8","146.560680583884","125.4","85.32","22.84792398618","","","","",
"Colombia","COL","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","4.5931523912162","8.05915565021306","14.1430158236855","23.5925969782489","48.2657538279339","72.762514023539","94.620090892848","122.340336644322","198.484806320515","316.756670760231","390.957308390488","472.003424530549","658.009371382865","971.895418142765","1088.64118136427","1096.5953374531","1167.99974928178","1130.26739933337","1175.541594","982.3","630.84","167.714917538585","","","","",
"Comoros","COM","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0","1.63545270488748","6.39941382823122","11.7384756240944","19.1411946398189","23.972757921779","36.6483952440812","57.3594228625221","105.393963439826","112.320120537423","108.050955889743","119.092894937133","123.146611250434","163.196530612245","154","143.407111401428","123.5","83.76","22.377484157298","","","","",
"Cape Verde","CPV","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","10.3505352535402","20.2985338519415","49.7873454260264","78.1842230372707","115.143367580503","150.795453709973","185.233209988643","227.666458634167","259.836302576144","284.729786047497","344.127433622749","640.781277656588","798.516047415347","959.999879032258","896","833.777070981206","712.5","483.12","129.058879074202","","","","",
"Costa Rica","CRI","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.0478815233940946","3.5055758904107","12.0385472409369","17.9270711754489","36.171935765677","70.5407469942796","114.670174716979","167.907297253621","249.443421070452","411.121176657458","855.642914551634","874.53725488906","894.252946689982","940.803677915888","1107.0814293425","1224.96898772174","1227.10137329892","1201.9228033964","1167.99822944838","1124.11172393132","1140.00457261774","873.24","603.69","179.288850414336","","","","",
"South Asia (IFC classification)","CSA","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Czechoslovakia","CSK","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","6.0051124773107","17.1868595840988","28.051543090577","60.2749038032919","104.809933096066","153.242408459379","259.272746519461","366.844703115189","464.968392365152","520.519795765724","600.36842061595","691.705186159924","772.661643169018","857.603854335184","986.587744391019","1105.97511151317","1190.40290423417","1063.30332792512","877.935510472055","591.02831893585","155.750998560376","","","","",
"Cuba","CUB","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0039405429426461","1.37346064770945","2.93248186185677","9.74383656107911","13.5245273314885","23.2565839982296","46.3976662762829","152.731979701691","207.848425291075","333.155111594487","386.423517359272","443.616767358993","490.712872039556","504.546282157637","501.460692135764","508.019940682181","513.398525193543","562.100446412144","515.12252459743","357.210553101305","93.32391063029","","","","",
"Curacao","CUW","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0","0","158.21849598149","","","","","","","","","","1703.99193361968","1878.36550657577","2085.94912711642","2205.58429106685","2194.34811630325","2112","1945.04645972","1765.75714443513","1399.8","889.2","231","","","","",
"Cyprus","CYP","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2.16790246468164","2.43890741389519","4.80153201796112","17.7287511836873","29.1021101101542","189.222371203672","384.271127493842","490.316620196812","659.565356488099","813.689935217902","1216.5092940676","1301.89677353076","1452.90065845202","1426.23909470407","1555.09900030762","1705.8977088552","1588.75247348741","1733.32153143013","1695.75680905898","1599.45795465631","1458.10749960343","1243.6412","831.96","215.1477","","","","",
"Czech Republic","CZE","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","24.9867874127047","54.1204113195064","62.477449134565","83.4134303205024","125.312316557087","167.36690229364","293.421692696247","419.853479961686","631.603978217019","1033.44847544602","1391.50491769272","1467.33529399309","1474.96568571991","1999.71308496803","2142.56449413886","2373.53177426457","2250.80002582018","2200.95409601631","1995.79699038783","1770.17014865386","1408.0976","956.52","243.8958","","","","",
"Germany","DEU","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.40965023375033","10.7503655156755","18.691475152491","19.9099211385919","39.6456541498733","79.0582015749655","131.401017452025","288.635270784168","424.943174974798","896.650822868517","1299.11056685228","1360.29876295553","2053.7245946893","2337.78406750026","2688.63596122036","2859.83863601853","3013.5904824155","3097.75381100898","3035.02309787246","2770.24358773771","2627.61329474781","2292.45994111861","1984.6499709991","1597.7698","1034.28","262.7694","","","","",
"Djibouti","DJI","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.689209911364528","1.33993118114721","3.56594085023065","4.07136006333685","4.54720366588534","8.34964156539735","15.2608619145724","21.4531502273992","27.9675834535835","35.3809271787906","42.4505048015335","54.9746606994663","61.747452582766","85.8681032545748","136.963845964858","207.995847019123","196","198.413589408994","180.5","128.52","35.767294299","","","","",
"Dominica","DMA","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","23.2530686946349","49.5033706845462","","124.303626463717","124.646576860567","374.807592706289","563.426497027916","783.494488393448","1003.65344274646","1286.72997363186","1632.22985731411","1628.75486801008","1513.69318523981","1545.3252571177","1461.95525779318","1518.06087205882","1428.6375","1308.11729743704","1097","738.24","202.8","","","","",
