"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"East Asia & Pacific (excluding high income)","EAP","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.59572","95.64134","95.55948","",
"Early-demographic dividend","EAR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.3497161865234","91.86605","92.14091","92.23676","92.72548","92.67369","92.34141","92.41644","92.53423","92.38479","",
"East Asia & Pacific","EAS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.8027","","","95.66091","95.68388","95.56074","",
"Europe & Central Asia (excluding high income)","ECA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.3085098266602","94.0449981689453","93.7409210205078","94.495","94.70553","94.63994","94.77369","94.43129","94.98739","95.06263","95.3149","94.87503","",
"Europe & Central Asia","ECS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.5219192504883","94.9043884277344","94.5978393554688","95.0729064941406","95.4386520385742","96.1150512695313","96.0220794677734","95.7343902587891","95.6074905395508","95.8310394287109","96.2796936035156","96.1027069091797","96.45887","96.61892","96.72433","96.94814","96.61837","96.89794","96.91227","96.95434","96.45317","",
"Ecuador","ECU","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","79.1328277587891","","79.4455871582031","80.64990234375","80.4363327026367","80.8839492797852","83.7909393310547","85.5475006103516","88.3389434814453","87.0204010009766","","","","","","","","","","","","","","92.5764312744141","93.1127471923828","94.4018020629883","96.8674392700195","97.4841690063477","97.3408889770508","97.75338","99.26447","","","","98.74339","99.29339","","96.06828","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","51.4410285949707","51.5713500976563","51.3412208557129","","","","","54.4394302368164","","","","","","","","","","","","","","","","80.8595428466797","","","84.1556396484375","","84.2703018188477","86.30993","87.52835","88.79665","89.94652","","","","","","","","","98.77074","","","","","","","",
"Euro area","EMU","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.047119140625","98.0477523803711","98.2273712158203","97.941650390625","","","","","","98.6281661987305","98.5638809204102","98.48872","98.63847","98.85392","98.81592","98.30665","98.39596","98.39177","98.20586","97.69648","",
"Eritrea","ERI","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.8255100250244","","31.4474697113037","32.8008499145508","35.0301284790039","35.5759201049805","","42.4933395385742","49.63367","52.46551","59.77814","67.42652","72.74893","77.53643","79.8968","74.73433","70.31838","65.65732","61.52097","63.78245","65.62851","60.98675","60.07146","57.13266","","49.86818","","",
"Spain","ESP","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","94.6564102172852","96.158561706543","96.8966064453125","","","","","98.8456878662109","99.1232528686523","","","","","","","","","98.6592330932617","99.3510589599609","99.1571273803711","","99.8046569824219","","","","","","","","","","","","","","","","","","","","","","","","99.20836","97.70794","","",
"Estonia","EST","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.0756988525391","89.9088592529297","","","","","","","","","","","","","","","","","98.31108","94.70364","94.37475","94.32545","94.55005","","",
"Ethiopia","ETH","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3325805664063","24.6308898925781","24.1271991729736","","","","","15.5717601776123","17.2740802764893","20.3118095397949","","26.7415294647217","29.7416591644287","34.27463","38.96163","41.50501","42.64421","46.42757","57.86273","63.16266","68.48561","74.16282","74.37555","72.3039","75.88535","77.10289","","82.84965","82.03281","","","","",
"European Union","EUU","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.6705932617188","97.6660232543945","97.3863830566406","97.5858001708984","97.4251022338867","97.3156890869141","","","97.5726699829102","97.7597885131836","97.9312362670898","97.8384399414063","97.88102","97.98303","98.17284","98.20671","97.83732","97.93651","97.81157","97.60216","97.09077","",
"Fragile and conflict affected situations","FCS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.0780601501465","53.7923393249512","56.013858795166","58.0359916687012","59.6773109436035","","","","","67.6908264160156","68.74449","69.69536","71.45562","71.32167","72.96943","","","","","",
"Finland","FIN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7157669067383","98.7079162597656","98.3612823486328","98.6697692871094","98.7902908325195","99.3417205810547","","","","99.42241","98.62615","97.66127","97.41787","97.03303","97.61133","97.86221","98.05796","98.34961","98.56145","99.07737","99.16367","99.62919","99.2662","99.22717","98.82403","","",
"Fiji","FJI","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.6855087280273","","97.1234130859375","95.7840194702148","92.9044036865234","93.3436813354492","94.581916809082","94.5657806396484","94.89749","98.08304","","99.96438","","","","","","99.36935","","","","99.93016","","98.7944","","","","",
"France","FRA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","97.7976303100586","97.8124389648438","","","","","94.5158386230469","","99.1127777099609","99.6560592651367","","97.7644577026367","95.8434219360352","","95.0911407470703","97.5917282104492","","","","","","99.2143325805664","97.824348449707","97.7116012573242","98.8562774658203","","99.9899520874023","","96.709342956543","96.38437","96.31465","96.28813","96.06549","96.12869","","","","98.99369","98.65272","98.17552","99.40517","99.45468","99.33608","98.4824","99.21302","99.65002","","","",
"Faroe Islands","FRO","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.6523","","","","",
"Gabon","GAB","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.8316268920898","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","98.1731185913086","97.1873397827148","96.2557830810547","95.8408432006836","95.8672180175781","96.0941314697266","96.398063659668","96.4931030273438","96.6311264038086","97.9452819824219","97.8577575683594","96.9457015991211","95.2718200683594","94.6263580322266","93.6848373413086","95.270149230957","98.2124710083008","99.8620986938477","","","98.4435501098633","96.8289184570313","","","","","","","","","","99.89481","","99.49355","","99.89233","98.00798","98.83274","98.01219","98.17527","98.18225","98.34373","99.60107","","","99.56731","99.42539","","",
"Georgia","GEO","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.7872009277344","98.9983596801758","","","","","","","","","","","","99.11511","97.35232","","98.14018","98.35329","","98.87777","","98.27264","","","",
"Ghana","GHA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.5929794311523","66.8352","61.85713","65.97402","65.67614","","70.09134","73.15025","78.23841","83.90655","84.33859","","92.20594","","","","","","86.32792","85.63721","",
"Gibraltar","GIB","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","76.03662109375","74.1037979125977","","73.007438659668","75.4656677246094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","16.022029876709","17.3392601013184","16.2604198455811","14.8933801651001","15.6805896759033","15.8220796585083","15.4712400436401","17.122350692749","","","","","","","31.8412704467773","34.521900177002","38.27413","41.81146","48.4312","51.97961","55.08819","57.44553","60.09855","62.21745","61.25068","62.56424","63.81267","68.79723","68.46382","69.55429","73.2645","","70.62254","","","",
"Gambia, The","GMB","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","12.9404401779175","13.212610244751","14.2639799118042","14.9103403091431","15.9160099029541","16.8921699523926","18.872049331665","20.5261306762695","23.0445499420166","26.8132095336914","33.6939888000488","37.2002983093262","40.659481048584","43.9207382202148","46.4107093811035","46.8895492553711","","","","","","39.8691596984863","43.1257591247559","","","51.7996101379395","","54.3350296020508","63.6978912353516","61.5113","62.39271","60.24032","65.28014","66.88223","65.58891","70.3983","72.56583","69.1071","","69.21068","69.07389","72.62442","72.35845","72.75243","79.20485","81.30743","83.99385","85.69509","",
"Guinea-Bissau","GNB","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","29.7871208190918","34.3646087646484","","33.6885299682617","34.0248184204102","","29.2279891967773","28.1264495849609","","","","","","","","","","","","40.70714","","","","","","","","","","70.81812","","","","","","","","","",
"Equatorial Guinea","GNQ","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.1342811584473","","","","","","58.72141","67.5788","64.65347","64.53484","","","","","46.75689","45.79761","45.22635","46.40825","47.69385","","","44.86186","","","","",
"Greece","GRC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","91.8495788574219","92.4730606079102","93.7740173339844","95.5177001953125","96.0802917480469","96.5388793945313","96.0691604614258","95.325080871582","94.1098327636719","92.0887298583984","93.8045425415039","93.8182601928711","94.7005081176758","94.6003112792969","94.4402084350586","93.5211868286133","91.1082916259766","91.916130065918","91.3004531860352","90.7544097900391","90.5329437255859","89.0915832519531","87.318489074707","86.9530181884766","89.6268997192383","88.8411483764648","89.9108200073242","97.3460693359375","98.1079406738281","99.28188","97.83296","97.36428","97.06013","95.93131","95.01333","94.65954","94.72474","","","95.86387","96.08884","96.93929","96.83712","96.15159","97.09805","97.9252","98.45671","","",
"Grenada","GRD","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","84.1435089111328","","","","","97.6347732543945","","","94.1082382202148","90.6886520385742","87.6840667724609","87.8898620605469","90.67041015625","","","","","","","","","","","","","","","","","","","","","97.36652","","","","","","","","","","","","","","",
"Greenland","GRL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","42.2336502075195","43.2004585266113","43.9348297119141","","45.4892997741699","46.366268157959","","","48.6225700378418","","","53.5990295410156","51.5280685424805","54.5342712402344","","","","","","","","","","","","","","67.4336700439453","","77.5658874511719","80.81671","80.22159","83.97844","","89.0495","90.89891","92.74704","94.19514","94.39974","97.82515","","","","90.22777","88.35907","88.0288","87.39891","88.43096","89.52512","",
"Guam","GUM","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","87.2230911254883","88.3377532958984","","91.3920669555664","","87.5926971435547","92.1682205200195","","89.3267593383789","","","89.3463592529297","","","","","","","","","91.2458419799805","88.8385314941406","87.5244293212891","","89.2084426879883","87.8321304321289","","","","","","","90.678","","","","","96.33824","90.76796","94.40278","","","","","","","","","",
"High income","HIC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.8490905761719","95.5555191040039","95.8615570068359","96.2350311279297","96.3538665771484","96.1600799560547","","95.8259","","96.06149","96.377","","","96.82547","96.35158","",
"Hong Kong SAR, China","HKG","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","87.5055465698242","88.7643508911133","88.8232879638672","90.2161712646484","91.9972381591797","93.8593368530273","95.286247253418","94.972053527832","95.4669570922852","99.335090637207","98.883918762207","98.7235107421875","98.5113296508789","97.7557525634766","96.5309066772461","","","","","","","","","","95.0158462524414","94.1678237915039","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","75.3456802368164","75.7129669189453","","85.631462097168","87.7546463012695","89.0043029785156","","89.9771499633789","","","","","86.7937088012695","","88.0941390991211","","","","","","","86.34144","","","90.91064","92.09364","87.42792","90.92733","85.27805","88.48396","87.2538","88.45882","88.39096","85.09982","80.92583","80.37492","79.33021","80.87165","81.3762","","",
"Heavily indebted poor countries (HIPC)","HPC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.2283401489258","62.197639465332","64.7677993774414","67.5802307128906","69.6602325439453","73.1187286376953","73.7408905029297","73.70484","74.95084","76.41076","77.28153","78.40757","78.27558","78.74725","78.77339","78.30287","",
"Croatia","HRV","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.7505569458008","92.3819198608398","93.69466","95.78045","","","","","","","98.52179","91.78521","95.88539","98.14661","","","","","","","","",
"Haiti","HTI","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","37.3150100708008","41.7501907348633","46.581600189209","43.086971282959","47.4551200866699","50.2772598266602","42.6396102905273","","","","","","","","","","57.3685607910156","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.311897277832","86.2535934448242","98.1330032348633","98.2046508789063","96.89753","97.63067","98.05927","95.99894","95.65214","96.23133","96.97656","96.15161","97.09444","97.83527","97.71535","97.05532","96.58792","96.83237","97.00652","96.58753","97.01774","96.58643","","",
"IBRD only","IBD","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.40113","96.29256","96.28176","96.1327","96.22698","96.04243","",
"IDA & IBRD total","IBT","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.3431701660156","88.28598","88.5532","88.71309","88.91404","88.97922","88.69367","88.76869","88.70863","88.63413","",
"IDA total","IDA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.0450820922852","71.8308868408203","72.7060089111328","72.65784","73.78247","74.58259","75.13868","75.78607","75.19849","75.86115","75.71054","75.98782","",
"IDA blend","IDB","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.9863","65.73596","64.49299","66.25097","65.73396","66.94996","",
"Indonesia","IDN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","64.9728698730469","66.0975799560547","","63.635009765625","68.5882186889648","71.8109893798828","","80.8547286987305","","","85.4963989257813","","","","","","96.5612030029297","","96.2063827514648","94.6970672607422","93.8455581665039","92.8034896850586","91.7106094360352","92.0431823730469","91.7109985351563","91.2524795532227","91.1746597290039","","","","95.43455","95.02285","94.16388","93.37879","91.87563","93.20646","95.18329","95.19553","95.77599","97.57204","98.75686","96.39396","94.14146","92.59846","","91.35384","92.76452","92.01633","",
"IDA only","IDX","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.7695388793945","66.3434371948242","68.6098022460938","70.7948608398438","73.0902786254883","74.7746429443359","76.9634628295898","77.5836029052734","77.70569","78.92861","79.69538","79.93079","80.52375","80.27037","80.43542","80.48107","80.32703","",
"Isle of Man","IMN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","47.937801361084","","","","","","","","","","","","","","","","","","","65.5764083862305","","","","","","","","","","77.07076","77.7552","78.12586","87.68983","","","","96.57433","97.99402","97.21073","97.48202","97.42634","97.91645","98.56772","","","","","","",
"Not classified","INX","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","98.4322967529297","97.4780197143555","97.7344284057617","96.5915374755859","96.5388031005859","96.3925704956055","96.1835098266602","96.26220703125","95.5364685058594","94.4113235473633","92.6679000854492","90.5326538085938","89.0060501098633","","","87.9010391235352","88.4655075073242","89.3645172119141","89.9604568481445","90.4089584350586","89.6572570800781","88.6012115478516","88.2076034545898","88.2962112426758","88.6335525512695","89.5494079589844","","","99.902458190918","","99.99197","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","74.4346466064453","75.8430862426758","77.7137908935547","78.3657989501953","80.2300491333008","81.5024337768555","86.91748046875","","91.5866928100586","","","","","89.4061889648438","","83.6222991943359","84.54942","","94.65108","93.88835","95.66397","93.66697","94.24863","94.83389","","97.37032","96.35704","96.48348","97.60107","","","","","","","",
"Iraq","IRQ","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","34.9741516113281","36.4521293640137","38.6353302001953","41.1413688659668","44.2317810058594","51.1558799743652","55.1962394714355","58.829891204834","81.2221527099609","88.0661010742188","88.8189697265625","","84.5890502929688","","82.0538711547852","82.8252792358398","84.2780075073242","86.304069519043","83.7172088623047","","","","74.1780166625977","","","71.4413604736328","","","83.3776168823242","82.40181","","","","86.77866","","","","","","","","","","","","","","","",
"Iceland","ISL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.3254318237305","","98.4409484863281","98.8612823486328","99.194938659668","","","","","97.3335","95.4928","95.67484","96.88257","98.4981","99.6071","","99.58974","98.9773","98.45287","97.80983","97.7809","98.62334","99.45037","","","",
"Israel","ISR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","99.1658782958984","","","99.5431518554688","","","","","","99.1901321411133","","","","","","","","","","","97.852180480957","99.0816192626953","","","","","","","","","","","","","","","","99.59018","98.83642","98.26258","97.66197","97.14222","","",
"Jamaica","JAM","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","96.2680511474609","93.6728134155273","94.3846588134766","","98.1022872924805","98.4627685546875","97.6799697875977","","98.9957733154297","97.7782897949219","96.867057800293","97.0076065063477","97.4916534423828","95.0325317382813","98.80419921875","97.6558074951172","96.0408096313477","","91.730842590332","","","","","","91.5345306396484","92.94748","93.00236","92.59197","91.42035","93.16803","","","","","","","","","","","89.01816","84.8513","83.16786","81.81237","",
"Jordan","JOR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","80.6180419921875","86.2634429931641","","","","","94.8677597045898","95.1301193237305","91.4408721923828","90.0581283569336","89.5481491088867","87.6373519897461","87.4259567260742","89.4215774536133","","","","","","","","","","","","","","91.2800216674805","92.14929","","93.89228","95.3084","95.84175","94.50564","93.00874","90.25215","87.16308","","80.09559","77.48777","74.35083","74.15018","","","","79.66653","80.26483","",
"Japan","JPN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.41207","","99.93672","","","","99.53002","98.86191","","","","","","","","","","","","",
"Kenya","KEN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.914680480957","65.17959","66.14283","60.41683","71.21193","69.40619","70.3048","69.86542","79.14492","75.97899","77.55753","","","83.01955","","","","","","","",
"Kyrgyz Republic","KGZ","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.4584426879883","","","93.3033905029297","92.67304","93.10586","93.06596","92.91177","98.03226","95.52274","96.50473","95.6427","95.11345","94.62188","95.00208","94.82667","97.04948","","","","","","","",
"Cambodia","KHM","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.282829284668","78.4624328613281","81.4848937988281","87.79878","","","","","","93.97854","93.97246","92.92533","","92.67004","","","","94.28327","96.86623","92.95684","90.58247","90.63422","",
"Kiribati","KIR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","98.8620986938477","98.5166015625","94.7134170532227","","98.351921081543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","81.3110198974609","86.8990707397461","","","","","","","","","","","","","","","","","","","","","","94.32479","","","","","","","","","","","",
"Korea, Rep.","KOR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","94.1185607910156","96.1371307373047","95.4857177734375","95.2690277099609","95.986213684082","97.0641098022461","96.3443603515625","96.8482131958008","98.611572265625","","","","","99.3398208618164","98.8584518432617","98.5464019775391","99.6945495605469","","","","","","","","","","","","","","","","","","","","","","","","","98.26639","95.67435","96.02036","98.58342","97.28315","97.50096","","",
"Kuwait","KWT","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","55.3176307678223","60.8107490539551","63.8853416442871","63.5723114013672","64.3584518432617","66.566291809082","71.7472076416016","77.340446472168","75.5438232421875","77.2472305297852","78.8450393676758","80.2447204589844","83.5415802001953","84.9280700683594","84.7818984985352","84.3462524414063","79.6639175415039","78.5206298828125","","","","46.5848617553711","","67.7067794799805","","85.5380401611328","84.2424392700195","","91.6385879516602","92.32883","95.82042","98.80379","","","94.93018","","","","","","","","","","","98.50108","93.32123","93.03679","",
"Latin America & Caribbean (excluding high income)","LAC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.0094299316406","93.6729431152344","94.314338684082","94.2087020874023","94.1939697265625","94.2643890380859","94.195198059082","95.8979263305664","94.9858932495117","95.52294921875","96.3975524902344","96.9614486694336","96.62932","96.48192","96.5103","96.00886","95.78357","95.98041","96.01457","96.10773","95.54896","",
"Lao PDR","LAO","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.7114295959473","58.0788688659668","61.5689697265625","","64.4572982788086","67.1449737548828","70.401741027832","71.3996734619141","72.28151","71.90024","72.98971","75.57097","76.76117","78.19326","79.59958","82.37669","85.11859","87.95014","92.57309","92.8464","92.82731","94.89142","95.39933","94.01312","92.92997","91.72209","90.64573","",
"Lebanon","LBN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.0498695373535","","","","","","","","","42.36552","","","","","","37.70231","36.72504","49.8064","44.71462","","",
"Libya","LBY","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","63.9800987243652","74.0325164794922","","","","","","90.3142929077148","","","94.1228179931641","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
